text,airline_sentiment,label
supposed cancelled flight online want lose funds ticket help,negative,0
patronizing response legitimate issue,negative,0
unhelpful team sure bangkok bag chicago u going pay accommodation bag arrives,negative,0
customer service stinks trying book flight hours keep getting hung usairwayssucks,negative,0
phone number find call flight reservation,negative,0
late flight huge step towards decline service agents arrogant ever unitedairlines,negative,0
flt carta goin st told plane coming hangar gate change one knows wat plane getting,negative,0
bags back ding,negative,0
wife sarah stocker also called could connect customer service,negative,0
asked dm ignore please assist changing another flight today feb fra mco avoiding iad,negative,0
believe,negative,0
next time promise ontime departure stick instead stuffing us sweat box air,negative,0
looking forward first flight today cancelled flightled along subsequent one,negative,0
filed refund claim told charge dm disputed bank hence would like,negative,0
haha need apologize flight booking problems sooner late flightr love jetblue,positive,1
suck even know meaning contingency plan,negative,0
flights amp customer relations extremely disappointing faced many problems type apology towards flight joke,negative,0
unfortunately asked staff could help said ask ppl row switch one would,negative,0
gave,negative,0
automated message helpful impossible speak human right desperately need luggage,negative,0
every time try call tells try late flightr hangs,negative,0
still talked anyone guys prepared situations good service mad,negative,0
going sitting gate minutes,negative,0
sent email hours ago asking questions still response need answers hopefully flight booking problems flight,negative,0
lauren omg im dead im happy yes yes,positive,1
weighed checked bag,negative,0
direct number dividend miles account info every time try get actually hung,negative,0
estimate holding online end hour forty minutes need rebook,negative,0
lied face gate upgrades thanks badservice unitedsucks,negative,0
gets better passengers rebooked direct airlines whereisthelove whybeaaff,negative,0
already let know sent complaints got call back finally asleep return call back,negative,0
thanks info number call speak person going take hour type,positive,1
flight tomorrow slc dfw aa cancelled flighted help get,negative,0
long day philly pm flt ord cancelled flighted notice message email nice platinums,negative,0
change gate tell fuck wrong people learn fucken job,negative,0
lol already card member well lol enjoy flying guys,positive,1
awesome yes,positive,1
flight phl fll cancelled flighted flight available done sw pain deal,negative,0
flight trying change hours trying reach agent unbelievable,negative,0
open kiosks austin bergstrom three lanes service line people really,negative,0
despicable spoke many diff people amp everyone telling something different claim need bag,negative,0
yes computer would allow get san diego quick customer service help says rebook,negative,0
changes made son pass printed conf mine print expressed disapptment w jetblue,negative,0
flew ord miami back great crew service legs thanks,positive,1
kudos ticket agents making passengers check bags big fit overhead,positive,1
second time row received text updates flight time change offer use,negative,0
delta rerouted bags onto aa mia cur see made onto flight,negative,0
thanks response better nothing ahem,positive,1
boeing star alliance short finals l amazing winters morning avgeek,positive,1
hear blah blah blah shoulda used buy ticket instead amp ill driving flying,negative,0
guys intentionally trying lose customers money,negative,0
thought moving lot business first impressions count glad miles cash,negative,0
sjc jfk departing pm tonight change whole schedule get sort refund,negative,0
ask reimbursement maybe miles added account inconvenience money spend,negative,0
thanks great service staff letting change flight times free pvd skies always swa,positive,1
stressed rude agents overwhelmed delyd flight las den yelling several people pretty friendlyskies,negative,0
ok thanks great night aa team,positive,1
waiting mins counting get global services something going,negative,0
thanks,positive,1
ridiculous delayed husband flights amp made miss connection told leave bags sent,negative,0
nice wonder pick respond maybe happy customers easier wonder many left,negative,0
